;Cantidad de EAPs;Año del censo;Partido;Sexo
123;130.0;2018;Tapalqué;Hombres propietarios
124;17.0;2018;Tigre;Hombres propietarios
125;56.0;2018;Tordillo;Hombres propietarios
126;248.0;2018;Tornquist;Hombres propietarios
127;121.0;2018;Trenque Lauquen;Hombres propietarios
128;292.0;2018;Tres Arroyos;Hombres propietarios
129;1.0;2018;Tres de Febrero;Hombres propietarios
130;81.0;2018;Tres Lomas;Hombres propietarios
131;282.0;2018;25 de mayo;Hombres propietarios
132;0.0;2018;Vicente López;Hombres propietarios
133;0.0;2018;Villa Gesell;Hombres propietarios
134;388.0;2018;Villarino;Hombres propietarios
135;33.0;2018;Zárate;Hombres propietarios
136;0.0;2002;Provincia de Buenos Aires;Hombres propietarios
137;0.0;2002;Adolfo Alsina;Hombres propietarios
138;0.0;2002;Adolfo Gonzales Chaves;Hombres propietarios
139;0.0;2002;Alberti;Hombres propietarios
140;0.0;2002;Almirante Brown;Hombres propietarios
141;0.0;2002;Arrecifes;Hombres propietarios
142;0.0;2002;Avellaneda;Hombres propietarios
143;0.0;2002;Ayacucho;Hombres propietarios
144;0.0;2002;Azul;Hombres propietarios
145;0.0;2002;Bahía Blanca;Hombres propietarios
146;0.0;2002;Balcarce;Hombres propietarios
147;0.0;2002;Baradero;Hombres propietarios
148;0.0;2002;Benito Juárez;Hombres propietarios
149;0.0;2002;Berazategui;Hombres propietarios
150;0.0;2002;Berisso;Hombres propietarios
151;0.0;2002;Bolívar;Hombres propietarios
152;0.0;2002;Bragado;Hombres propietarios
153;0.0;2002;Brandsen;Hombres propietarios
154;0.0;2002;Campana;Hombres propietarios
155;0.0;2002;Cañuelas;Hombres propietarios
156;0.0;2002;Capitán Sarmiento;Hombres propietarios
157;0.0;2002;Carlos Casares;Hombres propietarios
158;0.0;2002;Carlos Tejedor;Hombres propietarios
159;0.0;2002;Carmen de Areco;Hombres propietarios
160;0.0;2002;Castelli;Hombres propietarios
161;0.0;2002;Chacabuco;Hombres propietarios
162;0.0;2002;Chascomús;Hombres propietarios
163;0.0;2002;Chivilcoy;Hombres propietarios
164;0.0;2002;Colón;Hombres propietarios
165;0.0;2002;Coronel de Marina Leonardo Rosales;Hombres propietarios
166;0.0;2002;Coronel Dorrego;Hombres propietarios
167;0.0;2002;Coronel Pringles;Hombres propietarios
168;0.0;2002;Coronel Suárez;Hombres propietarios
169;0.0;2002;Daireaux;Hombres propietarios
170;0.0;2002;Dolores;Hombres propietarios
171;0.0;2002;Ensenada;Hombres propietarios
172;0.0;2002;Escobar;Hombres propietarios
173;0.0;2002;Esteban Echeverría;Hombres propietarios
174;0.0;2002;Exaltación de la Cruz;Hombres propietarios
175;0.0;2002;Ezeiza;Hombres propietarios
176;0.0;2002;Florencio Varela;Hombres propietarios
177;0.0;2002;Florentino Ameghino;Hombres propietarios
178;0.0;2002;General Alvarado;Hombres propietarios
179;0.0;2002;General Alvear;Hombres propietarios
180;0.0;2002;General Arenales;Hombres propietarios
181;0.0;2002;General Belgrano;Hombres propietarios
182;0.0;2002;General Guido;Hombres propietarios
183;0.0;2002;General Juan Madariaga;Hombres propietarios
184;0.0;2002;General La Madrid;Hombres propietarios
185;0.0;2002;General Las Heras;Hombres propietarios
186;0.0;2002;General Lavalle;Hombres propietarios
187;0.0;2002;General Paz;Hombres propietarios
188;0.0;2002;General Pinto;Hombres propietarios
189;0.0;2002;General Pueyrredón;Hombres propietarios
190;0.0;2002;General Rodríguez;Hombres propietarios
191;0.0;2002;General San Martín;Hombres propietarios
192;0.0;2002;General Viamonte;Hombres propietarios
193;0.0;2002;General Villegas;Hombres propietarios
194;0.0;2002;Guaminí;Hombres propietarios
195;0.0;2002;Hipólito Yrigoyen;Hombres propietarios
196;0.0;2002;Hurlingham;Hombres propietarios
197;0.0;2002;Ituzaingó;Hombres propietarios
198;0.0;2002;José C, Paz;Hombres propietarios
199;0.0;2002;Junín;Hombres propietarios
200;0.0;2002;La Costa;Hombres propietarios
201;0.0;2002;La Matanza;Hombres propietarios
202;0.0;2002;Lanús;Hombres propietarios
203;0.0;2002;La Plata;Hombres propietarios
204;0.0;2002;Laprida;Hombres propietarios
205;0.0;2002;Las Flores;Hombres propietarios
206;0.0;2002;Leandro N, Alem;Hombres propietarios
207;0.0;2002;Lezama;Hombres propietarios
208;0.0;2002;Lincoln;Hombres propietarios
209;0.0;2002;Lobería;Hombres propietarios
210;0.0;2002;Lobos;Hombres propietarios
211;0.0;2002;Lomas de Zamora;Hombres propietarios
212;0.0;2002;Luján;Hombres propietarios
213;0.0;2002;Magdalena;Hombres propietarios
214;0.0;2002;Maipú;Hombres propietarios
215;0.0;2002;Malvinas Argentinas;Hombres propietarios
216;0.0;2002;Mar Chiquita;Hombres propietarios
217;0.0;2002;Marcos Paz;Hombres propietarios
218;0.0;2002;Mercedes;Hombres propietarios
219;0.0;2002;Merlo;Hombres propietarios
220;0.0;2002;Monte;Hombres propietarios
221;0.0;2002;Monte Hermoso;Hombres propietarios
222;0.0;2002;Moreno;Hombres propietarios
223;0.0;2002;Morón;Hombres propietarios
224;0.0;2002;Navarro;Hombres propietarios
225;0.0;2002;Necochea;Hombres propietarios
226;0.0;2002;9 de julio;Hombres propietarios
227;0.0;2002;Olavarría;Hombres propietarios
228;0.0;2002;Patagones;Hombres propietarios
229;0.0;2002;Pehuajó;Hombres propietarios
230;0.0;2002;Pellegrini;Hombres propietarios
231;0.0;2002;Pergamino;Hombres propietarios
232;0.0;2002;Pila;Hombres propietarios
233;0.0;2002;Pilar;Hombres propietarios
234;0.0;2002;Pinamar;Hombres propietarios
235;0.0;2002;Presidente Perón;Hombres propietarios
236;0.0;2002;Puán;Hombres propietarios
237;0.0;2002;Punta Indio;Hombres propietarios
238;0.0;2002;Quilmes;Hombres propietarios
239;0.0;2002;Ramallo;Hombres propietarios
240;0.0;2002;Rauch;Hombres propietarios
241;0.0;2002;Rivadavia;Hombres propietarios
242;0.0;2002;Rojas;Hombres propietarios
243;0.0;2002;Roque Pérez;Hombres propietarios
244;0.0;2002;Saavedra;Hombres propietarios
245;0.0;2002;Saladillo;Hombres propietarios
246;0.0;2002;Salliqueló;Hombres propietarios
247;0.0;2002;Salto;Hombres propietarios
248;0.0;2002;San Andrés de Giles;Hombres propietarios
249;0.0;2002;San Antonio de Areco;Hombres propietarios
250;0.0;2002;San Cayetano;Hombres propietarios
251;0.0;2002;San Fernando;Hombres propietarios
252;0.0;2002;San Isidro;Hombres propietarios
253;0.0;2002;San Miguel;Hombres propietarios
254;0.0;2002;San Nicolás;Hombres propietarios
255;0.0;2002;San Pedro;Hombres propietarios
256;0.0;2002;San Vicente;Hombres propietarios
257;0.0;2002;Suipacha;Hombres propietarios
258;0.0;2002;Tandil;Hombres propietarios
259;0.0;2002;Tapalqué;Hombres propietarios
260;0.0;2002;Tigre;Hombres propietarios
261;0.0;2002;Tordillo;Hombres propietarios
262;0.0;2002;Tornquist;Hombres propietarios
263;0.0;2002;Trenque Lauquen;Hombres propietarios
264;0.0;2002;Tres Arroyos;Hombres propietarios
265;0.0;2002;Tres de Febrero;Hombres propietarios
266;0.0;2002;Tres Lomas;Hombres propietarios
267;0.0;2002;25 de mayo;Hombres propietarios
268;0.0;2002;Vicente López;Hombres propietarios
269;0.0;2002;Villa Gesell;Hombres propietarios
270;0.0;2002;Villarino;Hombres propietarios
271;0.0;2002;Zárate;Hombres propietarios
272;0.0;1988;Provincia de Buenos Aires;Hombres propietarios
273;0.0;1988;Adolfo Alsina;Hombres propietarios
274;0.0;1988;Adolfo Gonzales Chaves;Hombres propietarios
275;0.0;1988;Alberti;Hombres propietarios
276;0.0;1988;Almirante Brown;Hombres propietarios
277;0.0;1988;Arrecifes;Hombres propietarios
278;0.0;1988;Avellaneda;Hombres propietarios
279;0.0;1988;Ayacucho;Hombres propietarios
280;0.0;1988;Azul;Hombres propietarios
281;0.0;1988;Bahía Blanca;Hombres propietarios
282;0.0;1988;Balcarce;Hombres propietarios
283;0.0;1988;Baradero;Hombres propietarios
284;0.0;1988;Bartolomé Mitre;Hombres propietarios
285;0.0;1988;Benito Juárez;Hombres propietarios
286;0.0;1988;Berazategui;Hombres propietarios
287;0.0;1988;Berisso;Hombres propietarios
288;0.0;1988;Bolívar;Hombres propietarios
289;0.0;1988;Bragado;Hombres propietarios
290;0.0;1988;Brandsen;Hombres propietarios
291;0.0;1988;Campana;Hombres propietarios
292;0.0;1988;Cañuelas;Hombres propietarios
293;0.0;1988;Capitán Sarmiento;Hombres propietarios
294;0.0;1988;Carlos Casares;Hombres propietarios
295;0.0;1988;Carlos Tejedor;Hombres propietarios
296;0.0;1988;Carmen de Areco;Hombres propietarios
297;0.0;1988;Castelli;Hombres propietarios
298;0.0;1988;Chacabuco;Hombres propietarios
299;0.0;1988;Chascomús;Hombres propietarios
300;0.0;1988;Chivilcoy;Hombres propietarios
301;0.0;1988;Colón;Hombres propietarios
302;0.0;1988;Coronel de Marina Leonardo Rosales;Hombres propietarios
303;0.0;1988;Coronel Dorrego;Hombres propietarios
304;0.0;1988;Coronel Pringles;Hombres propietarios
305;0.0;1988;Coronel Suárez;Hombres propietarios
306;0.0;1988;Daireaux;Hombres propietarios
307;0.0;1988;Dolores;Hombres propietarios
308;0.0;1988;Ensenada;Hombres propietarios
309;0.0;1988;Escobar;Hombres propietarios
310;0.0;1988;Esteban Echeverría;Hombres propietarios
311;0.0;1988;Exaltación de la Cruz;Hombres propietarios
312;0.0;1988;Ezeiza;Hombres propietarios
313;0.0;1988;Florencio Varela;Hombres propietarios
314;0.0;1988;Florentino Ameghino;Hombres propietarios
315;0.0;1988;General Alvarado;Hombres propietarios
316;0.0;1988;General Alvear;Hombres propietarios
317;0.0;1988;General Arenales;Hombres propietarios
318;0.0;1988;General Belgrano;Hombres propietarios
319;0.0;1988;General Guido;Hombres propietarios
320;0.0;1988;General Juan Madariaga;Hombres propietarios
321;0.0;1988;General La Madrid;Hombres propietarios
322;0.0;1988;General Las Heras;Hombres propietarios
323;0.0;1988;General Lavalle;Hombres propietarios
324;0.0;1988;General Paz;Hombres propietarios
325;0.0;1988;General Pinto;Hombres propietarios
326;0.0;1988;General Pueyrredón;Hombres propietarios
327;0.0;1988;General Rodríguez;Hombres propietarios
328;0.0;1988;General San Martín;Hombres propietarios
329;0.0;1988;General Sarmiento;Hombres propietarios
330;0.0;1988;General Viamonte;Hombres propietarios
331;0.0;1988;General Villegas;Hombres propietarios
332;0.0;1988;Guaminí;Hombres propietarios
333;0.0;1988;Hipólito Yrigoyen;Hombres propietarios
334;0.0;1988;Hurlingham;Hombres propietarios
335;0.0;1988;Ituzaingó;Hombres propietarios
336;0.0;1988;José C, Paz;Hombres propietarios
337;0.0;1988;Junín;Hombres propietarios
338;0.0;1988;La Costa;Hombres propietarios
339;0.0;1988;La Matanza;Hombres propietarios
340;0.0;1988;Lanús;Hombres propietarios
341;0.0;1988;La Plata;Hombres propietarios
342;0.0;1988;Laprida;Hombres propietarios
343;0.0;1988;Las Flores;Hombres propietarios
344;0.0;1988;Leandro N, Alem;Hombres propietarios
345;0.0;1988;Lezama;Hombres propietarios
346;0.0;1988;Lincoln;Hombres propietarios
347;0.0;1988;Lobería;Hombres propietarios
348;0.0;1988;Lobos;Hombres propietarios
349;0.0;1988;Lomas de Zamora;Hombres propietarios
350;0.0;1988;Luján;Hombres propietarios
351;0.0;1988;Magdalena;Hombres propietarios
352;0.0;1988;Maipú;Hombres propietarios
353;0.0;1988;Malvinas Argentinas;Hombres propietarios
354;0.0;1988;Mar Chiquita;Hombres propietarios
355;0.0;1988;Marcos Paz;Hombres propietarios
356;0.0;1988;Mercedes;Hombres propietarios
357;0.0;1988;Merlo;Hombres propietarios
358;0.0;1988;Monte;Hombres propietarios
359;0.0;1988;Monte Hermoso;Hombres propietarios
360;0.0;1988;Moreno;Hombres propietarios
361;0.0;1988;Morón;Hombres propietarios
362;0.0;1988;Navarro;Hombres propietarios
363;0.0;1988;Necochea;Hombres propietarios
364;0.0;1988;9 de julio;Hombres propietarios
365;0.0;1988;Olavarría;Hombres propietarios
366;0.0;1988;Patagones;Hombres propietarios
367;0.0;1988;Pehuajó;Hombres propietarios
368;0.0;1988;Pellegrini;Hombres propietarios
369;0.0;1988;Pergamino;Hombres propietarios
370;0.0;1988;Pila;Hombres propietarios
371;0.0;1988;Pilar;Hombres propietarios
372;0.0;1988;Pinamar;Hombres propietarios
373;0.0;1988;Presidente Perón;Hombres propietarios
374;0.0;1988;Puán;Hombres propietarios
375;0.0;1988;Punta Indio;Hombres propietarios
376;0.0;1988;Quilmes;Hombres propietarios
377;0.0;1988;Ramallo;Hombres propietarios
378;0.0;1988;Rauch;Hombres propietarios
379;0.0;1988;Rivadavia;Hombres propietarios
380;0.0;1988;Rojas;Hombres propietarios
381;0.0;1988;Roque Pérez;Hombres propietarios
382;0.0;1988;Saavedra;Hombres propietarios
383;0.0;1988;Saladillo;Hombres propietarios
384;0.0;1988;Salliqueló;Hombres propietarios
385;0.0;1988;Salto;Hombres propietarios
386;0.0;1988;San Andrés de Giles;Hombres propietarios
387;0.0;1988;San Antonio de Areco;Hombres propietarios
388;0.0;1988;San Cayetano;Hombres propietarios
389;0.0;1988;San Fernando;Hombres propietarios
390;0.0;1988;San Isidro;Hombres propietarios
391;0.0;1988;San Miguel;Hombres propietarios
392;0.0;1988;San Nicolás;Hombres propietarios
393;0.0;1988;San Pedro;Hombres propietarios
394;0.0;1988;San Vicente;Hombres propietarios
395;0.0;1988;Suipacha;Hombres propietarios
396;0.0;1988;Tandil;Hombres propietarios
397;0.0;1988;Tapalqué;Hombres propietarios
398;0.0;1988;Tigre;Hombres propietarios
399;0.0;1988;Tordillo;Hombres propietarios
400;0.0;1988;Tornquist;Hombres propietarios
401;0.0;1988;Trenque Lauquen;Hombres propietarios
402;0.0;1988;Tres Arroyos;Hombres propietarios
403;0.0;1988;Tres de Febrero;Hombres propietarios
404;0.0;1988;Tres Lomas;Hombres propietarios
405;0.0;1988;25 de mayo;Hombres propietarios
406;0.0;1988;Vicente López;Hombres propietarios
407;0.0;1988;Villa Gesell;Hombres propietarios
408;0.0;1988;Villarino;Hombres propietarios
409;0.0;1988;Zárate;Hombres propietarios
410;0.0;1988;Indeterminado;Hombres propietarios
