;Cantidad de EAPs;Año del censo;Partido;Tamaño EAPs
77;60;2018;Magdalena;Grandes (>500 ha)
78;121;2018;Maipú;Grandes (>500 ha)
79;0;2018;Malvinas Argentinas;Grandes (>500 ha)
80;129;2018;Mar Chiquita;Grandes (>500 ha)
81;14;2018;Marcos Paz;Grandes (>500 ha)
82;38;2018;Mercedes;Grandes (>500 ha)
83;0;2018;Merlo;Grandes (>500 ha)
84;54;2018;Monte;Grandes (>500 ha)
85;0;2018;Monte Hermoso;Grandes (>500 ha)
86;0;2018;Moreno;Grandes (>500 ha)
87;0;2018;Morón;Grandes (>500 ha)
88;69;2018;Navarro;Grandes (>500 ha)
89;163;2018;Necochea;Grandes (>500 ha)
90;166;2018;9 de julio;Grandes (>500 ha)
91;272;2018;Olavarría;Grandes (>500 ha)
92;485;2018;Patagones;Grandes (>500 ha)
93;131;2018;Pehuajó;Grandes (>500 ha)
94;52;2018;Pellegrini;Grandes (>500 ha)
95;105;2018;Pergamino;Grandes (>500 ha)
96;90;2018;Pila;Grandes (>500 ha)
97;0;2018;Pilar;Grandes (>500 ha)
98;0;2018;Pinamar;Grandes (>500 ha)
99;0;2018;Presidente Perón;Grandes (>500 ha)
100;276;2018;Puán;Grandes (>500 ha)
101;89;2018;Punta Indio;Grandes (>500 ha)
102;0;2018;Quilmes;Grandes (>500 ha)
103;32;2018;Ramallo;Grandes (>500 ha)
104;192;2018;Rauch;Grandes (>500 ha)
105;148;2018;Rivadavia;Grandes (>500 ha)
106;87;2018;Rojas;Grandes (>500 ha)
107;48;2018;Roque Pérez;Grandes (>500 ha)
108;167;2018;Saavedra;Grandes (>500 ha)
109;75;2018;Saladillo;Grandes (>500 ha)
110;26;2018;Salliqueló;Grandes (>500 ha)
111;64;2018;Salto;Grandes (>500 ha)
112;26;2018;San Andrés de Giles;Grandes (>500 ha)
113;45;2018;San Antonio de Areco;Grandes (>500 ha)
114;131;2018;San Cayetano;Grandes (>500 ha)
115;10;2018;San Fernando;Grandes (>500 ha)
116;0;2018;San Isidro;Grandes (>500 ha)
117;0;2018;San Miguel;Grandes (>500 ha)
118;23;2018;San Nicolás;Grandes (>500 ha)
119;42;2018;San Pedro;Grandes (>500 ha)
120;18;2018;San Vicente;Grandes (>500 ha)
121;41;2018;Suipacha;Grandes (>500 ha)
122;181;2018;Tandil;Grandes (>500 ha)
123;143;2018;Tapalqué;Grandes (>500 ha)
124;0;2018;Tigre;Grandes (>500 ha)
125;29;2018;Tordillo;Grandes (>500 ha)
126;198;2018;Tornquist;Grandes (>500 ha)
127;161;2018;Trenque Lauquen;Grandes (>500 ha)
128;269;2018;Tres Arroyos;Grandes (>500 ha)
129;0;2018;Tres de Febrero;Grandes (>500 ha)
130;28;2018;Tres Lomas;Grandes (>500 ha)
131;170;2018;25 de mayo;Grandes (>500 ha)
132;0;2018;Vicente López;Grandes (>500 ha)
133;0;2018;Villa Gesell;Grandes (>500 ha)
134;322;2018;Villarino;Grandes (>500 ha)
135;14;2018;Zárate;Grandes (>500 ha)
136;12763;2002;Provincia de Buenos Aires;Grandes (>500 ha)
137;260;2002;Adolfo Alsina;Grandes (>500 ha)
138;180;2002;Adolfo Gonzales Chaves;Grandes (>500 ha)
139;51;2002;Alberti;Grandes (>500 ha)
140;0;2002;Almirante Brown;Grandes (>500 ha)
141;44;2002;Arrecifes;Grandes (>500 ha)
142;0;2002;Avellaneda;Grandes (>500 ha)
143;327;2002;Ayacucho;Grandes (>500 ha)
144;329;2002;Azul;Grandes (>500 ha)
145;110;2002;Bahía Blanca;Grandes (>500 ha)
146;171;2002;Balcarce;Grandes (>500 ha)
147;47;2002;Baradero;Grandes (>500 ha)
148;225;2002;Benito Juárez;Grandes (>500 ha)
149;1;2002;Berazategui;Grandes (>500 ha)
150;2;2002;Berisso;Grandes (>500 ha)
151;215;2002;Bolívar;Grandes (>500 ha)
152;103;2002;Bragado;Grandes (>500 ha)
153;50;2002;Brandsen;Grandes (>500 ha)
154;17;2002;Campana;Grandes (>500 ha)
155;35;2002;Cañuelas;Grandes (>500 ha)
156;20;2002;Capitán Sarmiento;Grandes (>500 ha)
157;99;2002;Carlos Casares;Grandes (>500 ha)
158;171;2002;Carlos Tejedor;Grandes (>500 ha)
159;49;2002;Carmen de Areco;Grandes (>500 ha)
160;61;2002;Castelli;Grandes (>500 ha)
161;87;2002;Chacabuco;Grandes (>500 ha)
162;194;2002;Chascomús;Grandes (>500 ha)
163;93;2002;Chivilcoy;Grandes (>500 ha)
164;25;2002;Colón;Grandes (>500 ha)
165;55;2002;Coronel de Marina Leonardo Rosales;Grandes (>500 ha)
166;272;2002;Coronel Dorrego;Grandes (>500 ha)
167;263;2002;Coronel Pringles;Grandes (>500 ha)
168;316;2002;Coronel Suárez;Grandes (>500 ha)
169;137;2002;Daireaux;Grandes (>500 ha)
170;57;2002;Dolores;Grandes (>500 ha)
171;1;2002;Ensenada;Grandes (>500 ha)
172;1;2002;Escobar;Grandes (>500 ha)
173;0;2002;Esteban Echeverría;Grandes (>500 ha)
174;17;2002;Exaltación de la Cruz;Grandes (>500 ha)
175;2;2002;Ezeiza;Grandes (>500 ha)
176;0;2002;Florencio Varela;Grandes (>500 ha)
177;80;2002;Florentino Ameghino;Grandes (>500 ha)
178;65;2002;General Alvarado;Grandes (>500 ha)
179;111;2002;General Alvear;Grandes (>500 ha)
180;73;2002;General Arenales;Grandes (>500 ha)
181;85;2002;General Belgrano;Grandes (>500 ha)
182;107;2002;General Guido;Grandes (>500 ha)
183;128;2002;General Juan Madariaga;Grandes (>500 ha)
184;180;2002;General La Madrid;Grandes (>500 ha)
185;18;2002;General Las Heras;Grandes (>500 ha)
186;104;2002;General Lavalle;Grandes (>500 ha)
187;47;2002;General Paz;Grandes (>500 ha)
188;98;2002;General Pinto;Grandes (>500 ha)
189;66;2002;General Pueyrredón;Grandes (>500 ha)
190;8;2002;General Rodríguez;Grandes (>500 ha)
191;0;2002;General San Martín;Grandes (>500 ha)
192;84;2002;General Viamonte;Grandes (>500 ha)
193;278;2002;General Villegas;Grandes (>500 ha)
194;187;2002;Guaminí;Grandes (>500 ha)
195;68;2002;Hipólito Yrigoyen;Grandes (>500 ha)
196;0;2002;Hurlingham;Grandes (>500 ha)
197;0;2002;Ituzaingó;Grandes (>500 ha)
198;0;2002;José C, Paz;Grandes (>500 ha)
199;76;2002;Junín;Grandes (>500 ha)
200;0;2002;La Costa;Grandes (>500 ha)
201;1;2002;La Matanza;Grandes (>500 ha)
202;0;2002;Lanús;Grandes (>500 ha)
203;17;2002;La Plata;Grandes (>500 ha)
204;174;2002;Laprida;Grandes (>500 ha)
205;140;2002;Las Flores;Grandes (>500 ha)
206;74;2002;Leandro N, Alem;Grandes (>500 ha)
207;0;2002;Lezama;Grandes (>500 ha)
208;222;2002;Lincoln;Grandes (>500 ha)
209;208;2002;Lobería;Grandes (>500 ha)
210;67;2002;Lobos;Grandes (>500 ha)
211;0;2002;Lomas de Zamora;Grandes (>500 ha)
212;16;2002;Luján;Grandes (>500 ha)
213;93;2002;Magdalena;Grandes (>500 ha)
214;119;2002;Maipú;Grandes (>500 ha)
215;0;2002;Malvinas Argentinas;Grandes (>500 ha)
216;138;2002;Mar Chiquita;Grandes (>500 ha)
217;8;2002;Marcos Paz;Grandes (>500 ha)
218;40;2002;Mercedes;Grandes (>500 ha)
219;0;2002;Merlo;Grandes (>500 ha)
220;71;2002;Monte;Grandes (>500 ha)
221;3;2002;Monte Hermoso;Grandes (>500 ha)
222;0;2002;Moreno;Grandes (>500 ha)
223;0;2002;Morón;Grandes (>500 ha)
224;72;2002;Navarro;Grandes (>500 ha)
225;232;2002;Necochea;Grandes (>500 ha)
226;183;2002;9 de julio;Grandes (>500 ha)
227;332;2002;Olavarría;Grandes (>500 ha)
228;542;2002;Patagones;Grandes (>500 ha)
229;184;2002;Pehuajó;Grandes (>500 ha)
230;70;2002;Pellegrini;Grandes (>500 ha)
231;133;2002;Pergamino;Grandes (>500 ha)
232;109;2002;Pila;Grandes (>500 ha)
233;0;2002;Pilar;Grandes (>500 ha)
234;0;2002;Pinamar;Grandes (>500 ha)
235;1;2002;Presidente Perón;Grandes (>500 ha)
236;313;2002;Puán;Grandes (>500 ha)
237;75;2002;Punta Indio;Grandes (>500 ha)
238;0;2002;Quilmes;Grandes (>500 ha)
239;45;2002;Ramallo;Grandes (>500 ha)
240;192;2002;Rauch;Grandes (>500 ha)
241;194;2002;Rivadavia;Grandes (>500 ha)
242;90;2002;Rojas;Grandes (>500 ha)
243;68;2002;Roque Pérez;Grandes (>500 ha)
244;195;2002;Saavedra;Grandes (>500 ha)
245;96;2002;Saladillo;Grandes (>500 ha)
246;38;2002;Salliqueló;Grandes (>500 ha)
247;69;2002;Salto;Grandes (>500 ha)
248;52;2002;San Andrés de Giles;Grandes (>500 ha)
249;57;2002;San Antonio de Areco;Grandes (>500 ha)
250;152;2002;San Cayetano;Grandes (>500 ha)
251;3;2002;San Fernando;Grandes (>500 ha)
252;0;2002;San Isidro;Grandes (>500 ha)
253;0;2002;San Miguel;Grandes (>500 ha)
254;25;2002;San Nicolás;Grandes (>500 ha)
255;49;2002;San Pedro;Grandes (>500 ha)
256;22;2002;San Vicente;Grandes (>500 ha)
257;39;2002;Suipacha;Grandes (>500 ha)
258;242;2002;Tandil;Grandes (>500 ha)
259;164;2002;Tapalqué;Grandes (>500 ha)
260;0;2002;Tigre;Grandes (>500 ha)
261;32;2002;Tordillo;Grandes (>500 ha)
262;234;2002;Tornquist;Grandes (>500 ha)
263;185;2002;Trenque Lauquen;Grandes (>500 ha)
264;337;2002;Tres Arroyos;Grandes (>500 ha)
265;0;2002;Tres de Febrero;Grandes (>500 ha)
266;44;2002;Tres Lomas;Grandes (>500 ha)
267;175;2002;25 de mayo;Grandes (>500 ha)
268;0;2002;Vicente López;Grandes (>500 ha)
269;0;2002;Villa Gesell;Grandes (>500 ha)
270;355;2002;Villarino;Grandes (>500 ha)
271;22;2002;Zárate;Grandes (>500 ha)
272;13274;1988;Provincia de Buenos Aires;Grandes (>500 ha)
273;248;1988;Adolfo Alsina;Grandes (>500 ha)
274;177;1988;Adolfo Gonzales Chaves;Grandes (>500 ha)
275;29;1988;Alberti;Grandes (>500 ha)
276;0;1988;Almirante Brown;Grandes (>500 ha)
277;0;1988;Arrecifes;Grandes (>500 ha)
278;0;1988;Avellaneda;Grandes (>500 ha)
279;344;1988;Ayacucho;Grandes (>500 ha)
280;338;1988;Azul;Grandes (>500 ha)
281;125;1988;Bahía Blanca;Grandes (>500 ha)
282;208;1988;Balcarce;Grandes (>500 ha)
283;34;1988;Baradero;Grandes (>500 ha)
284;55;1988;Bartolomé Mitre;Grandes (>500 ha)
285;255;1988;Benito Juárez;Grandes (>500 ha)
286;0;1988;Berazategui;Grandes (>500 ha)
287;0;1988;Berisso;Grandes (>500 ha)
288;206;1988;Bolívar;Grandes (>500 ha)
289;88;1988;Bragado;Grandes (>500 ha)
290;29;1988;Brandsen;Grandes (>500 ha)
291;19;1988;Campana;Grandes (>500 ha)
292;50;1988;Cañuelas;Grandes (>500 ha)
293;22;1988;Capitán Sarmiento;Grandes (>500 ha)
294;95;1988;Carlos Casares;Grandes (>500 ha)
295;182;1988;Carlos Tejedor;Grandes (>500 ha)
296;37;1988;Carmen de Areco;Grandes (>500 ha)
297;87;1988;Castelli;Grandes (>500 ha)
298;88;1988;Chacabuco;Grandes (>500 ha)
299;208;1988;Chascomús;Grandes (>500 ha)
300;64;1988;Chivilcoy;Grandes (>500 ha)
301;29;1988;Colón;Grandes (>500 ha)
302;37;1988;Coronel de Marina Leonardo Rosales;Grandes (>500 ha)
303;309;1988;Coronel Dorrego;Grandes (>500 ha)
304;279;1988;Coronel Pringles;Grandes (>500 ha)
305;279;1988;Coronel Suárez;Grandes (>500 ha)
306;166;1988;Daireaux;Grandes (>500 ha)
307;81;1988;Dolores;Grandes (>500 ha)
308;0;1988;Ensenada;Grandes (>500 ha)
309;0;1988;Escobar;Grandes (>500 ha)
310;0;1988;Esteban Echeverría;Grandes (>500 ha)
311;14;1988;Exaltación de la Cruz;Grandes (>500 ha)
312;0;1988;Ezeiza;Grandes (>500 ha)
313;0;1988;Florencio Varela;Grandes (>500 ha)
314;0;1988;Florentino Ameghino;Grandes (>500 ha)
315;68;1988;General Alvarado;Grandes (>500 ha)
316;111;1988;General Alvear;Grandes (>500 ha)
317;47;1988;General Arenales;Grandes (>500 ha)
318;99;1988;General Belgrano;Grandes (>500 ha)
319;117;1988;General Guido;Grandes (>500 ha)
320;145;1988;General Juan Madariaga;Grandes (>500 ha)
321;225;1988;General La Madrid;Grandes (>500 ha)
322;22;1988;General Las Heras;Grandes (>500 ha)
323;90;1988;General Lavalle;Grandes (>500 ha)
324;28;1988;General Paz;Grandes (>500 ha)
325;184;1988;General Pinto;Grandes (>500 ha)
326;48;1988;General Pueyrredón;Grandes (>500 ha)
327;5;1988;General Rodríguez;Grandes (>500 ha)
328;0;1988;General San Martín;Grandes (>500 ha)
329;0;1988;General Sarmiento;Grandes (>500 ha)
330;86;1988;General Viamonte;Grandes (>500 ha)
331;320;1988;General Villegas;Grandes (>500 ha)
332;151;1988;Guaminí;Grandes (>500 ha)
333;72;1988;Hipólito Yrigoyen;Grandes (>500 ha)
334;0;1988;Hurlingham;Grandes (>500 ha)
335;0;1988;Ituzaingó;Grandes (>500 ha)
336;0;1988;José C, Paz;Grandes (>500 ha)
337;76;1988;Junín;Grandes (>500 ha)
338;3;1988;La Costa;Grandes (>500 ha)
339;0;1988;La Matanza;Grandes (>500 ha)
340;0;1988;Lanús;Grandes (>500 ha)
341;12;1988;La Plata;Grandes (>500 ha)
342;178;1988;Laprida;Grandes (>500 ha)
343;105;1988;Las Flores;Grandes (>500 ha)
344;45;1988;Leandro N, Alem;Grandes (>500 ha)
345;0;1988;Lezama;Grandes (>500 ha)
346;234;1988;Lincoln;Grandes (>500 ha)
347;235;1988;Lobería;Grandes (>500 ha)
348;42;1988;Lobos;Grandes (>500 ha)
349;0;1988;Lomas de Zamora;Grandes (>500 ha)
350;17;1988;Luján;Grandes (>500 ha)
351;159;1988;Magdalena;Grandes (>500 ha)
352;132;1988;Maipú;Grandes (>500 ha)
353;0;1988;Malvinas Argentinas;Grandes (>500 ha)
354;149;1988;Mar Chiquita;Grandes (>500 ha)
355;10;1988;Marcos Paz;Grandes (>500 ha)
356;28;1988;Mercedes;Grandes (>500 ha)
357;0;1988;Merlo;Grandes (>500 ha)
358;89;1988;Monte;Grandes (>500 ha)
359;0;1988;Monte Hermoso;Grandes (>500 ha)
360;0;1988;Moreno;Grandes (>500 ha)
361;0;1988;Morón;Grandes (>500 ha)
362;48;1988;Navarro;Grandes (>500 ha)
363;218;1988;Necochea;Grandes (>500 ha)
364;165;1988;9 de julio;Grandes (>500 ha)
365;348;1988;Olavarría;Grandes (>500 ha)
366;577;1988;Patagones;Grandes (>500 ha)
367;190;1988;Pehuajó;Grandes (>500 ha)
368;78;1988;Pellegrini;Grandes (>500 ha)
369;102;1988;Pergamino;Grandes (>500 ha)
370;122;1988;Pila;Grandes (>500 ha)
371;0;1988;Pilar;Grandes (>500 ha)
372;0;1988;Pinamar;Grandes (>500 ha)
373;0;1988;Presidente Perón;Grandes (>500 ha)
374;285;1988;Puán;Grandes (>500 ha)
375;0;1988;Punta Indio;Grandes (>500 ha)
376;0;1988;Quilmes;Grandes (>500 ha)
377;33;1988;Ramallo;Grandes (>500 ha)
378;197;1988;Rauch;Grandes (>500 ha)
379;182;1988;Rivadavia;Grandes (>500 ha)
380;64;1988;Rojas;Grandes (>500 ha)
381;63;1988;Roque Pérez;Grandes (>500 ha)
382;182;1988;Saavedra;Grandes (>500 ha)
383;75;1988;Saladillo;Grandes (>500 ha)
384;37;1988;Salliqueló;Grandes (>500 ha)
385;46;1988;Salto;Grandes (>500 ha)
386;29;1988;San Andrés de Giles;Grandes (>500 ha)
387;46;1988;San Antonio de Areco;Grandes (>500 ha)
388;151;1988;San Cayetano;Grandes (>500 ha)
389;3;1988;San Fernando;Grandes (>500 ha)
390;0;1988;San Isidro;Grandes (>500 ha)
391;0;1988;San Miguel;Grandes (>500 ha)
392;14;1988;San Nicolás;Grandes (>500 ha)
393;41;1988;San Pedro;Grandes (>500 ha)
394;23;1988;San Vicente;Grandes (>500 ha)
395;24;1988;Suipacha;Grandes (>500 ha)
396;273;1988;Tandil;Grandes (>500 ha)
397;181;1988;Tapalqué;Grandes (>500 ha)
398;0;1988;Tigre;Grandes (>500 ha)
399;25;1988;Tordillo;Grandes (>500 ha)
400;232;1988;Tornquist;Grandes (>500 ha)
401;259;1988;Trenque Lauquen;Grandes (>500 ha)
402;361;1988;Tres Arroyos;Grandes (>500 ha)
403;0;1988;Tres de Febrero;Grandes (>500 ha)
404;54;1988;Tres Lomas;Grandes (>500 ha)
405;197;1988;25 de mayo;Grandes (>500 ha)
406;0;1988;Vicente López;Grandes (>500 ha)
407;0;1988;Villa Gesell;Grandes (>500 ha)
408;365;1988;Villarino;Grandes (>500 ha)
409;11;1988;Zárate;Grandes (>500 ha)
410;6;1988;Indeterminado;Grandes (>500 ha)
