;HA de EAPs;Año del censo;Partido;Tipo forrajera
108;12379;2018;Saavedra;1.Forrajeras perennes
109;5957;2018;Saladillo;1.Forrajeras perennes
110;6754;2018;Salliqueló;1.Forrajeras perennes
111;1459;2018;Salto;1.Forrajeras perennes
112;5633;2018;San Andrés de Giles;1.Forrajeras perennes
113;4299;2018;San Antonio de Areco;1.Forrajeras perennes
114;14337;2018;San Cayetano;1.Forrajeras perennes
115;0;2018;San Fernando;1.Forrajeras perennes
116;0;2018;San Isidro;1.Forrajeras perennes
117;0;2018;San Miguel;1.Forrajeras perennes
118;658;2018;San Nicolás;1.Forrajeras perennes
119;237;2018;San Pedro;1.Forrajeras perennes
120;634;2018;San Vicente;1.Forrajeras perennes
121;4730;2018;Suipacha;1.Forrajeras perennes
122;19125;2018;Tandil;1.Forrajeras perennes
123;12620;2018;Tapalqué;1.Forrajeras perennes
124;0;2018;Tigre;1.Forrajeras perennes
125;381;2018;Tordillo;1.Forrajeras perennes
126;13889;2018;Tornquist;1.Forrajeras perennes
127;39719;2018;Trenque Lauquen;1.Forrajeras perennes
128;29869;2018;Tres Arroyos;1.Forrajeras perennes
129;0;2018;Tres de Febrero;1.Forrajeras perennes
130;2735;2018;Tres Lomas;1.Forrajeras perennes
131;25832;2018;25 de mayo;1.Forrajeras perennes
132;0;2018;Vicente López;1.Forrajeras perennes
133;0;2018;Villa Gesell;1.Forrajeras perennes
134;36508;2018;Villarino;1.Forrajeras perennes
135;1085;2018;Zárate;1.Forrajeras perennes
136;2986768;2002;Provincia de Buenos Aires;1.Forrajeras perennes
137;74577;2002;Adolfo Alsina;1.Forrajeras perennes
138;60100;2002;Adolfo Gonzales Chaves;1.Forrajeras perennes
139;2668;2002;Alberti;1.Forrajeras perennes
140;10;2002;Almirante Brown;1.Forrajeras perennes
141;6274;2002;Arrecifes;1.Forrajeras perennes
142;0;2002;Avellaneda;1.Forrajeras perennes
143;56527;2002;Ayacucho;1.Forrajeras perennes
144;77441;2002;Azul;1.Forrajeras perennes
145;19150;2002;Bahía Blanca;1.Forrajeras perennes
146;71091;2002;Balcarce;1.Forrajeras perennes
147;5093;2002;Baradero;1.Forrajeras perennes
148;53122;2002;Benito Juárez;1.Forrajeras perennes
149;0;2002;Berazategui;1.Forrajeras perennes
150;61;2002;Berisso;1.Forrajeras perennes
151;45996;2002;Bolívar;1.Forrajeras perennes
152;18180;2002;Bragado;1.Forrajeras perennes
153;7370;2002;Brandsen;1.Forrajeras perennes
154;321;2002;Campana;1.Forrajeras perennes
155;4206;2002;Cañuelas;1.Forrajeras perennes
156;5268;2002;Capitán Sarmiento;1.Forrajeras perennes
157;11847;2002;Carlos Casares;1.Forrajeras perennes
158;31936;2002;Carlos Tejedor;1.Forrajeras perennes
159;10962;2002;Carmen de Areco;1.Forrajeras perennes
160;6783;2002;Castelli;1.Forrajeras perennes
161;20637;2002;Chacabuco;1.Forrajeras perennes
162;22130;2002;Chascomús;1.Forrajeras perennes
163;15545;2002;Chivilcoy;1.Forrajeras perennes
164;9575;2002;Colón;1.Forrajeras perennes
165;12951;2002;Coronel de Marina Leonardo Rosales;1.Forrajeras perennes
166;31684;2002;Coronel Dorrego;1.Forrajeras perennes
167;63093;2002;Coronel Pringles;1.Forrajeras perennes
168;116921;2002;Coronel Suárez;1.Forrajeras perennes
169;41881;2002;Daireaux;1.Forrajeras perennes
170;12682;2002;Dolores;1.Forrajeras perennes
171;0;2002;Ensenada;1.Forrajeras perennes
172;278;2002;Escobar;1.Forrajeras perennes
173;0;2002;Esteban Echeverría;1.Forrajeras perennes
174;5019;2002;Exaltación de la Cruz;1.Forrajeras perennes
175;150;2002;Ezeiza;1.Forrajeras perennes
176;0;2002;Florencio Varela;1.Forrajeras perennes
177;21478;2002;Florentino Ameghino;1.Forrajeras perennes
178;29700;2002;General Alvarado;1.Forrajeras perennes
179;21716;2002;General Alvear;1.Forrajeras perennes
180;7617;2002;General Arenales;1.Forrajeras perennes
181;15952;2002;General Belgrano;1.Forrajeras perennes
182;11465;2002;General Guido;1.Forrajeras perennes
183;22804;2002;General Juan Madariaga;1.Forrajeras perennes
184;55430;2002;General La Madrid;1.Forrajeras perennes
185;5390;2002;General Las Heras;1.Forrajeras perennes
186;8754;2002;General Lavalle;1.Forrajeras perennes
187;5198;2002;General Paz;1.Forrajeras perennes
188;34169;2002;General Pinto;1.Forrajeras perennes
189;22106;2002;General Pueyrredón;1.Forrajeras perennes
190;4157;2002;General Rodríguez;1.Forrajeras perennes
191;0;2002;General San Martín;1.Forrajeras perennes
192;4259;2002;General Viamonte;1.Forrajeras perennes
193;134312;2002;General Villegas;1.Forrajeras perennes
194;97060;2002;Guaminí;1.Forrajeras perennes
195;8781;2002;Hipólito Yrigoyen;1.Forrajeras perennes
196;0;2002;Hurlingham;1.Forrajeras perennes
197;0;2002;Ituzaingó;1.Forrajeras perennes
198;0;2002;José C, Paz;1.Forrajeras perennes
199;12862;2002;Junín;1.Forrajeras perennes
200;0;2002;La Costa;1.Forrajeras perennes
201;260;2002;La Matanza;1.Forrajeras perennes
202;0;2002;Lanús;1.Forrajeras perennes
203;2045;2002;La Plata;1.Forrajeras perennes
204;41778;2002;Laprida;1.Forrajeras perennes
205;21873;2002;Las Flores;1.Forrajeras perennes
206;9785;2002;Leandro N, Alem;1.Forrajeras perennes
207;0;2002;Lezama;1.Forrajeras perennes
208;72517;2002;Lincoln;1.Forrajeras perennes
209;68414;2002;Lobería;1.Forrajeras perennes
210;23391;2002;Lobos;1.Forrajeras perennes
211;0;2002;Lomas de Zamora;1.Forrajeras perennes
212;6403;2002;Luján;1.Forrajeras perennes
213;12233;2002;Magdalena;1.Forrajeras perennes
214;24322;2002;Maipú;1.Forrajeras perennes
215;0;2002;Malvinas Argentinas;1.Forrajeras perennes
216;61459;2002;Mar Chiquita;1.Forrajeras perennes
217;2231;2002;Marcos Paz;1.Forrajeras perennes
218;9519;2002;Mercedes;1.Forrajeras perennes
219;77;2002;Merlo;1.Forrajeras perennes
220;18319;2002;Monte;1.Forrajeras perennes
221;6420;2002;Monte Hermoso;1.Forrajeras perennes
222;0;2002;Moreno;1.Forrajeras perennes
223;0;2002;Morón;1.Forrajeras perennes
224;17658;2002;Navarro;1.Forrajeras perennes
225;42244;2002;Necochea;1.Forrajeras perennes
226;30850;2002;9 de julio;1.Forrajeras perennes
227;67039;2002;Olavarría;1.Forrajeras perennes
228;41337;2002;Patagones;1.Forrajeras perennes
229;46518;2002;Pehuajó;1.Forrajeras perennes
230;54998;2002;Pellegrini;1.Forrajeras perennes
231;21283;2002;Pergamino;1.Forrajeras perennes
232;12947;2002;Pila;1.Forrajeras perennes
233;539;2002;Pilar;1.Forrajeras perennes
234;0;2002;Pinamar;1.Forrajeras perennes
235;258;2002;Presidente Perón;1.Forrajeras perennes
236;47436;2002;Puán;1.Forrajeras perennes
237;2835;2002;Punta Indio;1.Forrajeras perennes
238;0;2002;Quilmes;1.Forrajeras perennes
239;2810;2002;Ramallo;1.Forrajeras perennes
240;21139;2002;Rauch;1.Forrajeras perennes
241;66924;2002;Rivadavia;1.Forrajeras perennes
242;14924;2002;Rojas;1.Forrajeras perennes
243;4716;2002;Roque Pérez;1.Forrajeras perennes
244;40029;2002;Saavedra;1.Forrajeras perennes
245;25255;2002;Saladillo;1.Forrajeras perennes
246;12820;2002;Salliqueló;1.Forrajeras perennes
247;12815;2002;Salto;1.Forrajeras perennes
248;4200;2002;San Andrés de Giles;1.Forrajeras perennes
249;12527;2002;San Antonio de Areco;1.Forrajeras perennes
250;23436;2002;San Cayetano;1.Forrajeras perennes
251;0;2002;San Fernando;1.Forrajeras perennes
252;0;2002;San Isidro;1.Forrajeras perennes
253;0;2002;San Miguel;1.Forrajeras perennes
254;2462;2002;San Nicolás;1.Forrajeras perennes
255;4041;2002;San Pedro;1.Forrajeras perennes
256;762;2002;San Vicente;1.Forrajeras perennes
257;17484;2002;Suipacha;1.Forrajeras perennes
258;87877;2002;Tandil;1.Forrajeras perennes
259;7081;2002;Tapalqué;1.Forrajeras perennes
260;2;2002;Tigre;1.Forrajeras perennes
261;9643;2002;Tordillo;1.Forrajeras perennes
262;36613;2002;Tornquist;1.Forrajeras perennes
263;121161;2002;Trenque Lauquen;1.Forrajeras perennes
264;89767;2002;Tres Arroyos;1.Forrajeras perennes
265;0;2002;Tres de Febrero;1.Forrajeras perennes
266;33343;2002;Tres Lomas;1.Forrajeras perennes
267;34551;2002;25 de mayo;1.Forrajeras perennes
268;0;2002;Vicente López;1.Forrajeras perennes
269;0;2002;Villa Gesell;1.Forrajeras perennes
270;85914;2002;Villarino;1.Forrajeras perennes
271;2759;2002;Zárate;1.Forrajeras perennes
272;3780642;1988;Provincia de Buenos Aires;1.Forrajeras perennes
273;100564;1988;Adolfo Alsina;1.Forrajeras perennes
274;71515;1988;Adolfo Gonzales Chaves;1.Forrajeras perennes
275;24461;1988;Alberti;1.Forrajeras perennes
276;61;1988;Almirante Brown;1.Forrajeras perennes
277;0;1988;Arrecifes;1.Forrajeras perennes
278;0;1988;Avellaneda;1.Forrajeras perennes
279;73558;1988;Ayacucho;1.Forrajeras perennes
280;71388;1988;Azul;1.Forrajeras perennes
281;15888;1988;Bahía Blanca;1.Forrajeras perennes
282;88594;1988;Balcarce;1.Forrajeras perennes
283;14579;1988;Baradero;1.Forrajeras perennes
284;17327;1988;Bartolomé Mitre;1.Forrajeras perennes
285;73423;1988;Benito Juárez;1.Forrajeras perennes
286;70;1988;Berazategui;1.Forrajeras perennes
287;6;1988;Berisso;1.Forrajeras perennes
288;36066;1988;Bolívar;1.Forrajeras perennes
289;38760;1988;Bragado;1.Forrajeras perennes
290;7614;1988;Brandsen;1.Forrajeras perennes
291;1449;1988;Campana;1.Forrajeras perennes
292;7471;1988;Cañuelas;1.Forrajeras perennes
293;17482;1988;Capitán Sarmiento;1.Forrajeras perennes
294;25086;1988;Carlos Casares;1.Forrajeras perennes
295;56130;1988;Carlos Tejedor;1.Forrajeras perennes
296;11988;1988;Carmen de Areco;1.Forrajeras perennes
297;26563;1988;Castelli;1.Forrajeras perennes
298;41521;1988;Chacabuco;1.Forrajeras perennes
299;36617;1988;Chascomús;1.Forrajeras perennes
300;44273;1988;Chivilcoy;1.Forrajeras perennes
301;22288;1988;Colón;1.Forrajeras perennes
302;14735;1988;Coronel de Marina Leonardo Rosales;1.Forrajeras perennes
303;44301;1988;Coronel Dorrego;1.Forrajeras perennes
304;61082;1988;Coronel Pringles;1.Forrajeras perennes
305;78621;1988;Coronel Suárez;1.Forrajeras perennes
306;61692;1988;Daireaux;1.Forrajeras perennes
307;4406;1988;Dolores;1.Forrajeras perennes
308;0;1988;Ensenada;1.Forrajeras perennes
309;28;1988;Escobar;1.Forrajeras perennes
310;820;1988;Esteban Echeverría;1.Forrajeras perennes
311;7354;1988;Exaltación de la Cruz;1.Forrajeras perennes
312;0;1988;Ezeiza;1.Forrajeras perennes
313;593;1988;Florencio Varela;1.Forrajeras perennes
314;0;1988;Florentino Ameghino;1.Forrajeras perennes
315;46745;1988;General Alvarado;1.Forrajeras perennes
316;20631;1988;General Alvear;1.Forrajeras perennes
317;16357;1988;General Arenales;1.Forrajeras perennes
318;17571;1988;General Belgrano;1.Forrajeras perennes
319;8117;1988;General Guido;1.Forrajeras perennes
320;18924;1988;General Juan Madariaga;1.Forrajeras perennes
321;77574;1988;General La Madrid;1.Forrajeras perennes
322;4501;1988;General Las Heras;1.Forrajeras perennes
323;8481;1988;General Lavalle;1.Forrajeras perennes
324;7060;1988;General Paz;1.Forrajeras perennes
325;125280;1988;General Pinto;1.Forrajeras perennes
326;34569;1988;General Pueyrredón;1.Forrajeras perennes
327;3727;1988;General Rodríguez;1.Forrajeras perennes
328;0;1988;General San Martín;1.Forrajeras perennes
329;2;1988;General Sarmiento;1.Forrajeras perennes
330;30856;1988;General Viamonte;1.Forrajeras perennes
331;208429;1988;General Villegas;1.Forrajeras perennes
332;86368;1988;Guaminí;1.Forrajeras perennes
333;15900;1988;Hipólito Yrigoyen;1.Forrajeras perennes
334;0;1988;Hurlingham;1.Forrajeras perennes
335;0;1988;Ituzaingó;1.Forrajeras perennes
336;0;1988;José C, Paz;1.Forrajeras perennes
337;26355;1988;Junín;1.Forrajeras perennes
338;0;1988;La Costa;1.Forrajeras perennes
339;136;1988;La Matanza;1.Forrajeras perennes
340;0;1988;Lanús;1.Forrajeras perennes
341;2284;1988;La Plata;1.Forrajeras perennes
342;40739;1988;Laprida;1.Forrajeras perennes
343;23496;1988;Las Flores;1.Forrajeras perennes
344;34688;1988;Leandro N, Alem;1.Forrajeras perennes
345;0;1988;Lezama;1.Forrajeras perennes
346;121223;1988;Lincoln;1.Forrajeras perennes
347;80456;1988;Lobería;1.Forrajeras perennes
348;21533;1988;Lobos;1.Forrajeras perennes
349;30;1988;Lomas de Zamora;1.Forrajeras perennes
350;11537;1988;Luján;1.Forrajeras perennes
351;13163;1988;Magdalena;1.Forrajeras perennes
352;24272;1988;Maipú;1.Forrajeras perennes
353;0;1988;Malvinas Argentinas;1.Forrajeras perennes
354;44454;1988;Mar Chiquita;1.Forrajeras perennes
355;2995;1988;Marcos Paz;1.Forrajeras perennes
356;15913;1988;Mercedes;1.Forrajeras perennes
357;84;1988;Merlo;1.Forrajeras perennes
358;25209;1988;Monte;1.Forrajeras perennes
359;6025;1988;Monte Hermoso;1.Forrajeras perennes
360;39;1988;Moreno;1.Forrajeras perennes
361;0;1988;Morón;1.Forrajeras perennes
362;23360;1988;Navarro;1.Forrajeras perennes
363;46507;1988;Necochea;1.Forrajeras perennes
364;68925;1988;9 de julio;1.Forrajeras perennes
365;108309;1988;Olavarría;1.Forrajeras perennes
366;32194;1988;Patagones;1.Forrajeras perennes
367;29846;1988;Pehuajó;1.Forrajeras perennes
368;36999;1988;Pellegrini;1.Forrajeras perennes
369;49243;1988;Pergamino;1.Forrajeras perennes
370;12354;1988;Pila;1.Forrajeras perennes
371;1846;1988;Pilar;1.Forrajeras perennes
372;0;1988;Pinamar;1.Forrajeras perennes
373;0;1988;Presidente Perón;1.Forrajeras perennes
374;52095;1988;Puán;1.Forrajeras perennes
375;0;1988;Punta Indio;1.Forrajeras perennes
376;0;1988;Quilmes;1.Forrajeras perennes
377;6002;1988;Ramallo;1.Forrajeras perennes
378;33068;1988;Rauch;1.Forrajeras perennes
379;105393;1988;Rivadavia;1.Forrajeras perennes
380;36593;1988;Rojas;1.Forrajeras perennes
381;8826;1988;Roque Pérez;1.Forrajeras perennes
382;43462;1988;Saavedra;1.Forrajeras perennes
383;13279;1988;Saladillo;1.Forrajeras perennes
384;25326;1988;Salliqueló;1.Forrajeras perennes
385;21655;1988;Salto;1.Forrajeras perennes
386;10759;1988;San Andrés de Giles;1.Forrajeras perennes
387;21904;1988;San Antonio de Areco;1.Forrajeras perennes
388;32786;1988;San Cayetano;1.Forrajeras perennes
389;0;1988;San Fernando;1.Forrajeras perennes
390;0;1988;San Isidro;1.Forrajeras perennes
391;0;1988;San Miguel;1.Forrajeras perennes
392;4775;1988;San Nicolás;1.Forrajeras perennes
393;9829;1988;San Pedro;1.Forrajeras perennes
394;2075;1988;San Vicente;1.Forrajeras perennes
395;20042;1988;Suipacha;1.Forrajeras perennes
396;90154;1988;Tandil;1.Forrajeras perennes
397;27104;1988;Tapalqué;1.Forrajeras perennes
398;0;1988;Tigre;1.Forrajeras perennes
399;2265;1988;Tordillo;1.Forrajeras perennes
400;29888;1988;Tornquist;1.Forrajeras perennes
401;76614;1988;Trenque Lauquen;1.Forrajeras perennes
402;99403;1988;Tres Arroyos;1.Forrajeras perennes
403;0;1988;Tres de Febrero;1.Forrajeras perennes
404;29707;1988;Tres Lomas;1.Forrajeras perennes
405;53623;1988;25 de mayo;1.Forrajeras perennes
406;0;1988;Vicente López;1.Forrajeras perennes
407;0;1988;Villa Gesell;1.Forrajeras perennes
408;83683;1988;Villarino;1.Forrajeras perennes
409;3804;1988;Zárate;1.Forrajeras perennes
410;2860;1988;Indeterminado;1.Forrajeras perennes
